player,team,year,attendance_rate
Isaiah Todd,Washington Wizards,2023,0.07317073170731707
Ish Smith,Denver Nuggets,2023,0.524390243902439
Ish Wainright,Phoenix Suns,2023,0.7317073170731707
Ivica Zubac,Los Angeles Clippers,2023,0.926829268292683
JD Davison,Boston Celtics,2023,0.14634146341463414
JT Thor,Charlotte Hornets,2023,0.8414634146341463
Ja Morant,Memphis Grizzlies,2023,0.7439024390243902
JaMychal Green,Golden State Warriors,2023,0.6951219512195121
JaVale McGee,Dallas Mavericks,2023,0.5121951219512195
Jabari Smith Jr.,Houston Rockets,2023,0.9634146341463414
Jabari Walker,Portland Trail Blazers,2023,0.6829268292682927
Jack White,Denver Nuggets,2023,0.2073170731707317
Jacob Gilyard,Memphis Grizzlies,2023,0.012195121951219513
Jaden Hardy,Dallas Mavericks,2023,0.5853658536585366
Jaden Ivey,Detroit Pistons,2023,0.9024390243902439
Jaden McDaniels,Minnesota Timberwolves,2023,0.9634146341463414
Jaden Springer,Philadelphia 76ers,2023,0.1951219512195122
Jae Crowder,Milwaukee Bucks,2023,0.21951219512195122
Jae'Sean Tate,Houston Rockets,2023,0.3780487804878049
Jake LaRavia,Memphis Grizzlies,2023,0.4268292682926829
Jakob Poeltl,Toronto Raptors,2023,0.8780487804878049
Jalen Brunson,New York Knicks,2023,0.8292682926829268
Jalen Duren,Detroit Pistons,2023,0.8170731707317073
Jalen Green,Houston Rockets,2023,0.926829268292683
Jalen Johnson,Atlanta Hawks,2023,0.8536585365853658
Jalen McDaniels,Philadelphia 76ers,2023,0.975609756097561
Jalen Smith,Indiana Pacers,2023,0.8292682926829268
Jalen Suggs,Orlando Magic,2023,0.6463414634146342
Jalen Williams,Oklahoma City Thunder,2023,0.9146341463414634
Jamal Cain,Miami Heat,2023,0.21951219512195122
Jamal Murray,Denver Nuggets,2023,0.7926829268292683
Jamaree Bouyea,Miami Heat,2023,0.06097560975609756
James Bouknight,Charlotte Hornets,2023,0.4146341463414634
James Harden,Philadelphia 76ers,2023,0.7073170731707317
James Johnson,Indiana Pacers,2023,0.21951219512195122
James Wiseman,Detroit Pistons,2023,0.5487804878048781
Jared Butler,Oklahoma City Thunder,2023,0.07317073170731707
Jared Rhoden,Detroit Pistons,2023,0.17073170731707318
Jaren Jackson Jr.,Memphis Grizzlies,2023,0.7682926829268293
Jarred Vanderbilt,Los Angeles Lakers,2023,0.9512195121951219
Jarrell Brantley,Utah Jazz,2023,0.04878048780487805
Jarrett Allen,Cleveland Cavaliers,2023,0.8292682926829268
Jarrett Culver,Atlanta Hawks,2023,0.12195121951219512
Jason Preston,Los Angeles Clippers,2023,0.17073170731707318
Javonte Green,Chicago Bulls,2023,0.3902439024390244
Jaxson Hayes,New Orleans Pelicans,2023,0.573170731707317
Jay Huff,Washington Wizards,2023,0.08536585365853659
Jay Scrubb,Orlando Magic,2023,0.024390243902439025
Jaylen Brown,Boston Celtics,2023,0.8170731707317073
Jaylen Nowell,Minnesota Timberwolves,2023,0.7926829268292683
Jaylin Williams,Oklahoma City Thunder,2023,0.5975609756097561
Jayson Tatum,Boston Celtics,2023,0.9024390243902439
Jeff Dowtin Jr.,Toronto Raptors,2023,0.3048780487804878
Jeff Green,Denver Nuggets,2023,0.6829268292682927
Jerami Grant,Portland Trail Blazers,2023,0.7682926829268293
Jeremiah Robinson-Earl,Oklahoma City Thunder,2023,0.524390243902439
Jeremy Sochan,San Antonio Spurs,2023,0.6829268292682927
Jericho Sims,New York Knicks,2023,0.6341463414634146
Jevon Carter,Milwaukee Bucks,2023,0.9878048780487805
Jimmy Butler III,Miami Heat,2023,0.7804878048780488
Jock Landale,Phoenix Suns,2023,0.8414634146341463
Joe Harris,Brooklyn Nets,2023,0.9024390243902439
Joe Ingles,Milwaukee Bucks,2023,0.5609756097560976
Joe Wieskamp,Toronto Raptors,2023,0.10975609756097561
Joel Embiid,Philadelphia 76ers,2023,0.8048780487804879
John Butler Jr.,Portland Trail Blazers,2023,0.23170731707317074
John Collins,Atlanta Hawks,2023,0.8658536585365854
John Konchar,Memphis Grizzlies,2023,0.8780487804878049
John Wall,Los Angeles Clippers,2023,0.4146341463414634
Johnny Davis,Washington Wizards,2023,0.34146341463414637
Johnny Juzang,Utah Jazz,2023,0.21951219512195122
Jonas Valanciūnas,New Orleans Pelicans,2023,0.9634146341463414
Jonathan Isaac,Orlando Magic,2023,0.13414634146341464
Jonathan Kuminga,Golden State Warriors,2023,0.8170731707317073
Jordan Clarkson,Utah Jazz,2023,0.7439024390243902
Jordan Goodwin,Washington Wizards,2023,0.7560975609756098
Jordan Hall,San Antonio Spurs,2023,0.10975609756097561
Jordan McLaughlin,Minnesota Timberwolves,2023,0.524390243902439
Jordan Nwora,Indiana Pacers,2023,0.7560975609756098
Jordan Poole,Golden State Warriors,2023,1.0
Jordan Schakel,Washington Wizards,2023,0.024390243902439025
Jose Alvarado,New Orleans Pelicans,2023,0.7439024390243902
Josh Christopher,Houston Rockets,2023,0.7804878048780488
Josh Giddey,Oklahoma City Thunder,2023,0.926829268292683
Josh Green,Dallas Mavericks,2023,0.7317073170731707
Josh Hart,New York Knicks,2023,0.926829268292683
Josh Minott,Minnesota Timberwolves,2023,0.18292682926829268
Josh Okogie,Phoenix Suns,2023,0.8780487804878049
Josh Richardson,New Orleans Pelicans,2023,0.7926829268292683
Joshua Primo,San Antonio Spurs,2023,0.04878048780487805
Jrue Holiday,Milwaukee Bucks,2023,0.8170731707317073
Juan Toscano-Anderson,Utah Jazz,2023,0.6341463414634146
Juancho Hernangomez,Toronto Raptors,2023,0.5121951219512195
Julian Champagnie,San Antonio Spurs,2023,0.2073170731707317
Julius Randle,New York Knicks,2023,0.9390243902439024
Justin Champagnie,Boston Celtics,2023,0.06097560975609756
Justin Holiday,Dallas Mavericks,2023,0.5609756097560976
Justin Jackson,Boston Celtics,2023,0.2804878048780488
Justin Minaya,Portland Trail Blazers,2023,0.04878048780487805
Justise Winslow,Portland Trail Blazers,2023,0.35365853658536583
Jusuf Nurkic,Portland Trail Blazers,2023,0.6341463414634146
KJ Martin,Houston Rockets,2023,1.0
KZ Okpala,Sacramento Kings,2023,0.4268292682926829
Kai Jones,Charlotte Hornets,2023,0.5609756097560976
Karl-Anthony Towns,Minnesota Timberwolves,2023,0.35365853658536583
Kawhi Leonard,Los Angeles Clippers,2023,0.6341463414634146
Keegan Murray,Sacramento Kings,2023,0.975609756097561
Keita Bates-Diop,San Antonio Spurs,2023,0.8170731707317073
Keldon Johnson,San Antonio Spurs,2023,0.7682926829268293
Kelly Olynyk,Utah Jazz,2023,0.8292682926829268
Kelly Oubre Jr.,Charlotte Hornets,2023,0.5853658536585366
Kemba Walker,Dallas Mavericks,2023,0.10975609756097561
Kendall Brown,Indiana Pacers,2023,0.07317073170731707
Kendrick Nunn,Washington Wizards,2023,0.8536585365853658
Kennedy Chandler,Memphis Grizzlies,2023,0.43902439024390244
Kenneth Lofton Jr.,Memphis Grizzlies,2023,0.2926829268292683
Kenrich Williams,Oklahoma City Thunder,2023,0.6463414634146342
Kentavious Caldwell-Pope,Denver Nuggets,2023,0.926829268292683
Keon Ellis,Sacramento Kings,2023,0.1951219512195122
Keon Johnson,Portland Trail Blazers,2023,0.4878048780487805
Kessler Edwards,Sacramento Kings,2023,0.43902439024390244
Kevin Durant,Phoenix Suns,2023,0.573170731707317
Kevin Huerter,Sacramento Kings,2023,0.9146341463414634
Kevin Knox II,Portland Trail Blazers,2023,0.7682926829268293
Kevin Love,Miami Heat,2023,0.7560975609756098
Kevin Porter Jr.,Houston Rockets,2023,0.7195121951219512
Kevon Harris,Orlando Magic,2023,0.4146341463414634
Kevon Looney,Golden State Warriors,2023,1.0
Khem Birch,San Antonio Spurs,2023,0.24390243902439024
Khris Middleton,Milwaukee Bucks,2023,0.4024390243902439
Killian Hayes,Detroit Pistons,2023,0.926829268292683
Kira Lewis Jr.,New Orleans Pelicans,2023,0.3048780487804878
Klay Thompson,Golden State Warriors,2023,0.8414634146341463
Kobi Simmons,Charlotte Hornets,2023,0.06097560975609756
Kris Dunn,Utah Jazz,2023,0.2682926829268293
Kristaps Porziņģis,Washington Wizards,2023,0.7926829268292683
Kyle Anderson,Minnesota Timberwolves,2023,0.8414634146341463
Kyle Kuzma,Washington Wizards,2023,0.7804878048780488
Kyle Lowry,Miami Heat,2023,0.6707317073170732
Kyrie Irving,Dallas Mavericks,2023,0.7317073170731707
LaMelo Ball,Charlotte Hornets,2023,0.43902439024390244
Lamar Stevens,Cleveland Cavaliers,2023,0.7560975609756098
Landry Shamet,Phoenix Suns,2023,0.4878048780487805
Larry Nance Jr.,New Orleans Pelicans,2023,0.7926829268292683
Lauri Markkanen,Utah Jazz,2023,0.8048780487804879
LeBron James,Los Angeles Lakers,2023,0.6707317073170732
Leandro Bolmaro,Utah Jazz,2023,0.17073170731707318
Lester Quinones,Golden State Warriors,2023,0.04878048780487805
Lindell Wigginton,Milwaukee Bucks,2023,0.08536585365853659
Lindy Waters III,Oklahoma City Thunder,2023,0.5
Lonnie Walker IV,Los Angeles Lakers,2023,0.6829268292682927
Louis King,Philadelphia 76ers,2023,0.012195121951219513
Luguentz Dort,Oklahoma City Thunder,2023,0.9024390243902439
Luka Doncic,Dallas Mavericks,2023,0.8048780487804879
Luka Garza,Minnesota Timberwolves,2023,0.34146341463414637
Luka Samanic,Utah Jazz,2023,0.08536585365853659
Luke Kennard,Memphis Grizzlies,2023,0.7195121951219512
Luke Kornet,Boston Celtics,2023,0.8414634146341463
Mac McClung,Philadelphia 76ers,2023,0.024390243902439025
Malachi Flynn,Toronto Raptors,2023,0.6463414634146342
Malaki Branham,San Antonio Spurs,2023,0.8048780487804879
Malcolm Brogdon,Boston Celtics,2023,0.8170731707317073
Malcolm Hill,Chicago Bulls,2023,0.06097560975609756
Malik Beasley,Los Angeles Lakers,2023,0.9878048780487805
Malik Monk,Sacramento Kings,2023,0.9390243902439024
Mamadi Diakite,Cleveland Cavaliers,2023,0.2682926829268293
MarJon Beauchamp,Milwaukee Bucks,2023,0.6341463414634146
Marcus Morris Sr.,Los Angeles Clippers,2023,0.7926829268292683
Marcus Smart,Boston Celtics,2023,0.7439024390243902
Mark Williams,Charlotte Hornets,2023,0.524390243902439
Markelle Fultz,Orlando Magic,2023,0.7317073170731707
Markieff Morris,Dallas Mavericks,2023,0.4268292682926829
Marko Simonovic,Chicago Bulls,2023,0.08536585365853659
Marvin Bagley III,Detroit Pistons,2023,0.5121951219512195
Mason Plumlee,Los Angeles Clippers,2023,0.9634146341463414
Matisse Thybulle,Portland Trail Blazers,2023,0.8658536585365854
Matt Ryan,Minnesota Timberwolves,2023,0.4146341463414634
Matthew Dellavedova,Sacramento Kings,2023,0.3902439024390244
Max Christie,Los Angeles Lakers,2023,0.5
Max Strus,Miami Heat,2023,0.975609756097561
Maxi Kleber,Dallas Mavericks,2023,0.45121951219512196
McKinley Wright IV,Dallas Mavericks,2023,0.32926829268292684
Meyers Leonard,Milwaukee Bucks,2023,0.10975609756097561
Mfiondu Kabengele,Boston Celtics,2023,0.04878048780487805
Micah Potter,Utah Jazz,2023,0.08536585365853659
Michael Carter-Williams,Orlando Magic,2023,0.04878048780487805
Michael Foster Jr.,Philadelphia 76ers,2023,0.012195121951219513
Michael Porter Jr.,Denver Nuggets,2023,0.7560975609756098
Mikal Bridges,Brooklyn Nets,2023,1.0121951219512195
Mike Conley,Minnesota Timberwolves,2023,0.8170731707317073
Mike Muscala,Boston Celtics,2023,0.7682926829268293
Miles McBride,New York Knicks,2023,0.7804878048780488
Mitchell Robinson,New York Knicks,2023,0.7195121951219512
Mo Bamba,Los Angeles Lakers,2023,0.5975609756097561
Montrezl Harrell,Philadelphia 76ers,2023,0.6951219512195121
Monté Morris,Washington Wizards,2023,0.7560975609756098
Moritz Wagner,Orlando Magic,2023,0.6951219512195121
Moses Brown,Los Angeles Clippers,2023,0.43902439024390244
Moses Moody,Golden State Warriors,2023,0.7682926829268293
Moussa Diabaté,Los Angeles Clippers,2023,0.2682926829268293
Myles Turner,Indiana Pacers,2023,0.7560975609756098
Naji Marshall,New Orleans Pelicans,2023,0.9390243902439024
Nassir Little,Portland Trail Blazers,2023,0.6585365853658537
Nate Williams,Portland Trail Blazers,2023,0.06097560975609756
Nathan Knight,Minnesota Timberwolves,2023,0.4634146341463415
Naz Reid,Minnesota Timberwolves,2023,0.8292682926829268
Neemias Queta,Sacramento Kings,2023,0.06097560975609756
Nerlens Noel,Brooklyn Nets,2023,0.2073170731707317
Nic Claxton,Brooklyn Nets,2023,0.926829268292683
Nick Richards,Charlotte Hornets,2023,0.7926829268292683
Nickeil Alexander-Walker,Minnesota Timberwolves,2023,0.7195121951219512
Nicolas Batum,Los Angeles Clippers,2023,0.9512195121951219
Nikola Jokic,Denver Nuggets,2023,0.8414634146341463
Nikola Jovic,Miami Heat,2023,0.18292682926829268
Nikola Vucevic,Chicago Bulls,2023,1.0
Noah Vonleh,Boston Celtics,2023,0.2804878048780488
Norman Powell,Los Angeles Clippers,2023,0.7317073170731707
OG Anunoby,Toronto Raptors,2023,0.8170731707317073
Obi Toppin,New York Knicks,2023,0.8170731707317073
Ochai Agbaji,Utah Jazz,2023,0.7195121951219512
Olivier Sarr,Oklahoma City Thunder,2023,0.10975609756097561
Omer Yurtseven,Miami Heat,2023,0.10975609756097561
Onyeka Okongwu,Atlanta Hawks,2023,0.975609756097561
Orlando Robinson,Miami Heat,2023,0.3780487804878049
Oshae Brissett,Indiana Pacers,2023,0.7926829268292683
Otto Porter Jr.,Toronto Raptors,2023,0.0975609756097561
Ousmane Dieng,Oklahoma City Thunder,2023,0.47560975609756095
P.J. Tucker,Philadelphia 76ers,2023,0.9146341463414634
P.J. Washington,Charlotte Hornets,2023,0.8902439024390244
PJ Dozier,Sacramento Kings,2023,0.1951219512195122
Paolo Banchero,Orlando Magic,2023,0.8780487804878049
Pascal Siakam,Toronto Raptors,2023,0.8658536585365854
Pat Connaughton,Milwaukee Bucks,2023,0.7439024390243902
Patrick Baldwin Jr.,Golden State Warriors,2023,0.3780487804878049
Patrick Beverley,Chicago Bulls,2023,0.8170731707317073
Patrick Williams,Chicago Bulls,2023,1.0
Patty Mills,Brooklyn Nets,2023,0.4878048780487805
Paul George,Los Angeles Clippers,2023,0.6829268292682927
Paul Reed,Philadelphia 76ers,2023,0.8414634146341463
Payton Pritchard,Boston Celtics,2023,0.5853658536585366
Peyton Watson,Denver Nuggets,2023,0.2804878048780488
Precious Achiuwa,Toronto Raptors,2023,0.6707317073170732
Quentin Grimes,New York Knicks,2023,0.8658536585365854
Quenton Jackson,Washington Wizards,2023,0.10975609756097561
R.J. Hampton,Detroit Pistons,2023,0.573170731707317
RJ Barrett,New York Knicks,2023,0.8902439024390244
RaiQuan Gray,Brooklyn Nets,2023,0.012195121951219513
Raul Neto,Cleveland Cavaliers,2023,0.5853658536585366
Reggie Bullock Jr.,Dallas Mavericks,2023,0.9512195121951219
Reggie Jackson,Denver Nuggets,2023,0.8292682926829268
Richaun Holmes,Sacramento Kings,2023,0.5121951219512195
Ricky Rubio,Cleveland Cavaliers,2023,0.4024390243902439
Robert Covington,Los Angeles Clippers,2023,0.5853658536585366
Robert Williams III,Boston Celtics,2023,0.4268292682926829
Robin Lopez,Cleveland Cavaliers,2023,0.45121951219512196
Rodney McGruder,Detroit Pistons,2023,0.3902439024390244
Romeo Langford,San Antonio Spurs,2023,0.524390243902439
Ron Harper Jr.,Toronto Raptors,2023,0.10975609756097561
Royce O'Neale,Brooklyn Nets,2023,0.926829268292683
Rudy Gay,Utah Jazz,2023,0.6829268292682927
Rudy Gobert,Minnesota Timberwolves,2023,0.8536585365853658
Rui Hachimura,Los Angeles Lakers,2023,0.7682926829268293
Russell Westbrook,Los Angeles Clippers,2023,0.8902439024390244
Ryan Arcidiacono,New York Knicks,2023,0.24390243902439024
Ryan Rollins,Golden State Warriors,2023,0.14634146341463414
Saben Lee,Phoenix Suns,2023,0.3048780487804878
Saddiq Bey,Atlanta Hawks,2023,0.9390243902439024
Sam Hauser,Boston Celtics,2023,0.975609756097561
Sam Merrill,Cleveland Cavaliers,2023,0.06097560975609756
Sandro Mamukelashvili,San Antonio Spurs,2023,0.524390243902439
Santi Aldama,Memphis Grizzlies,2023,0.9390243902439024
Scottie Barnes,Toronto Raptors,2023,0.9390243902439024
Scotty Pippen Jr.,Los Angeles Lakers,2023,0.07317073170731707
Serge Ibaka,Milwaukee Bucks,2023,0.1951219512195122
Seth Curry,Brooklyn Nets,2023,0.7439024390243902
Shaedon Sharpe,Portland Trail Blazers,2023,0.975609756097561
Shai Gilgeous-Alexander,Oklahoma City Thunder,2023,0.8292682926829268
Shake Milton,Philadelphia 76ers,2023,0.926829268292683
Shaquille Harrison,Los Angeles Lakers,2023,0.06097560975609756
Simone Fontecchio,Utah Jazz,2023,0.6341463414634146
Skylar Mays,Portland Trail Blazers,2023,0.07317073170731707
Spencer Dinwiddie,Brooklyn Nets,2023,0.9634146341463414
Stanley Johnson,Utah Jazz,2023,0.36585365853658536
Stanley Umude,Detroit Pistons,2023,0.012195121951219513
Stephen Curry,Golden State Warriors,2023,0.6829268292682927
Sterling Brown,Los Angeles Lakers,2023,0.04878048780487805
Steven Adams,Memphis Grizzlies,2023,0.5121951219512195
Svi Mykhailiuk,Charlotte Hornets,2023,0.3902439024390244
T.J. McConnell,Indiana Pacers,2023,0.9146341463414634
T.J. Warren,Phoenix Suns,2023,0.5121951219512195
Taj Gibson,Washington Wizards,2023,0.5975609756097561
Talen Horton-Tucker,Utah Jazz,2023,0.7926829268292683
Tari Eason,Houston Rockets,2023,1.0
Taurean Prince,Minnesota Timberwolves,2023,0.6585365853658537
Terance Mann,Los Angeles Clippers,2023,0.9878048780487805
Terence Davis,Sacramento Kings,2023,0.7804878048780488
Terrence Ross,Phoenix Suns,2023,0.7682926829268293
Terry Rozier,Charlotte Hornets,2023,0.7682926829268293
Terry Taylor,Chicago Bulls,2023,0.3780487804878049
Thaddeus Young,Toronto Raptors,2023,0.6585365853658537
Thanasis Antetokounmpo,Milwaukee Bucks,2023,0.45121951219512196
Theo Maledon,Charlotte Hornets,2023,0.5365853658536586
Theo Pinson,Dallas Mavericks,2023,0.4878048780487805
Thomas Bryant,Denver Nuggets,2023,0.7195121951219512
Tim Hardaway Jr.,Dallas Mavericks,2023,0.8658536585365854
Tobias Harris,Philadelphia 76ers,2023,0.9024390243902439
Tony Bradley,Chicago Bulls,2023,0.14634146341463414
Torrey Craig,Phoenix Suns,2023,0.9634146341463414
Trae Young,Atlanta Hawks,2023,0.8902439024390244
Tre Jones,San Antonio Spurs,2023,0.8292682926829268
Tre Mann,Oklahoma City Thunder,2023,0.8170731707317073
Trendon Watford,Portland Trail Blazers,2023,0.7560975609756098
Trent Forrest,Atlanta Hawks,2023,0.2804878048780488
Trevelin Queen,Philadelphia 76ers,2023,0.08536585365853659
Trevor Hudgins,Houston Rockets,2023,0.06097560975609756
Trevor Keels,New York Knicks,2023,0.036585365853658534
Trey Lyles,Sacramento Kings,2023,0.9024390243902439
Trey Murphy III,New Orleans Pelicans,2023,0.9634146341463414
Troy Brown Jr.,Los Angeles Lakers,2023,0.926829268292683
Ty Jerome,Golden State Warriors,2023,0.5487804878048781
TyTy Washington Jr.,Houston Rockets,2023,0.3780487804878049
Tyler Dorsey,Dallas Mavericks,2023,0.036585365853658534
Tyler Herro,Miami Heat,2023,0.8170731707317073
Tyrese Haliburton,Indiana Pacers,2023,0.6829268292682927
Tyrese Martin,Atlanta Hawks,2023,0.1951219512195122
Tyrese Maxey,Philadelphia 76ers,2023,0.7317073170731707
Tyus Jones,Memphis Grizzlies,2023,0.975609756097561
Udoka Azubuike,Utah Jazz,2023,0.43902439024390244
Udonis Haslem,Miami Heat,2023,0.08536585365853659
Usman Garuba,Houston Rockets,2023,0.9146341463414634
Vernon Carey Jr.,Utah Jazz,2023,0.13414634146341464
Victor Oladipo,Miami Heat,2023,0.5121951219512195
Vince Williams Jr.,Memphis Grizzlies,2023,0.18292682926829268
Vlatko Čancar,Denver Nuggets,2023,0.7317073170731707
Vít Krejcí,Atlanta Hawks,2023,0.35365853658536583
Walker Kessler,Utah Jazz,2023,0.9024390243902439
Wendell Carter Jr.,Orlando Magic,2023,0.6951219512195121
Wendell Moore Jr.,Minnesota Timberwolves,2023,0.35365853658536583
Wenyen Gabriel,Los Angeles Lakers,2023,0.8292682926829268
Wesley Matthews,Milwaukee Bucks,2023,0.6341463414634146
Will Barton,Toronto Raptors,2023,0.6829268292682927
Willy Hernangomez,New Orleans Pelicans,2023,0.4634146341463415
Xavier Cooks,Washington Wizards,2023,0.12195121951219512
Xavier Moon,Los Angeles Clippers,2023,0.04878048780487805
Xavier Sneed,Charlotte Hornets,2023,0.04878048780487805
Xavier Tillman,Memphis Grizzlies,2023,0.7439024390243902
Yuta Watanabe,Brooklyn Nets,2023,0.7073170731707317
Zach Collins,San Antonio Spurs,2023,0.7682926829268293
Zach LaVine,Chicago Bulls,2023,0.9390243902439024
Zeke Nnaji,Denver Nuggets,2023,0.6463414634146342
Ziaire Williams,Memphis Grizzlies,2023,0.45121951219512196
Zion Williamson,New Orleans Pelicans,2023,0.35365853658536583
A.J. Lawson,Dallas Mavericks,2024,0.5121951219512195
AJ Green,Milwaukee Bucks,2024,0.6829268292682927
AJ Griffin,Atlanta Hawks,2024,0.24390243902439024
Aaron Gordon,Denver Nuggets,2024,0.8902439024390244
Aaron Holiday,Houston Rockets,2024,0.9512195121951219
Aaron Nesmith,Indiana Pacers,2024,0.8780487804878049
Aaron Wiggins,Oklahoma City Thunder,2024,0.9512195121951219
Adam Flagler,Oklahoma City Thunder,2024,0.024390243902439025
Adama Sanogo,Chicago Bulls,2024,0.10975609756097561
Admiral Schofield,Orlando Magic,2024,0.2804878048780488
Al Horford,Boston Celtics,2024,0.7926829268292683
Alec Burks,New York Knicks,2024,0.8048780487804879
Aleksej Pokusevski,Charlotte Hornets,2024,0.34146341463414637
Alex Caruso,Chicago Bulls,2024,0.8658536585365854
Alex Fudge,Dallas Mavericks,2024,0.07317073170731707
Alex Len,Sacramento Kings,2024,0.5853658536585366
Alondes Williams,Miami Heat,2024,0.08536585365853659
Alperen Sengun,Houston Rockets,2024,0.7682926829268293
Amari Bailey,Charlotte Hornets,2024,0.12195121951219512
Amen Thompson,Houston Rockets,2024,0.7560975609756098
Amir Coffey,Los Angeles Clippers,2024,0.8536585365853658
Andre Drummond,Chicago Bulls,2024,0.9634146341463414
Andre Jackson Jr.,Milwaukee Bucks,2024,0.6951219512195121
Andrew Funk,Chicago Bulls,2024,0.06097560975609756
Andrew Nembhard,Indiana Pacers,2024,0.8292682926829268
Andrew Wiggins,Golden State Warriors,2024,0.8658536585365854
Anfernee Simons,Portland Trail Blazers,2024,0.5609756097560976
Anthony Black,Orlando Magic,2024,0.8414634146341463
Anthony Davis,Los Angeles Lakers,2024,0.926829268292683
Anthony Edwards,Minnesota Timberwolves,2024,0.9634146341463414
Anthony Gill,Washington Wizards,2024,0.6097560975609756
Armoni Brooks,Brooklyn Nets,2024,0.12195121951219512
Ashton Hagans,Portland Trail Blazers,2024,0.23170731707317074
Ausar Thompson,Detroit Pistons,2024,0.7682926829268293
Austin Reaves,Los Angeles Lakers,2024,1.0
Ayo Dosunmu,Chicago Bulls,2024,0.926829268292683
Bam Adebayo,Miami Heat,2024,0.8658536585365854
Ben Sheppard,Indiana Pacers,2024,0.6951219512195121
Ben Simmons,Brooklyn Nets,2024,0.18292682926829268
Bennedict Mathurin,Indiana Pacers,2024,0.7195121951219512
Bilal Coulibaly,Washington Wizards,2024,0.7682926829268293
Bismack Biyombo,Oklahoma City Thunder,2024,0.4878048780487805
Blake Wesley,San Antonio Spurs,2024,0.7439024390243902
Boban Marjanovic,Houston Rockets,2024,0.17073170731707318
Bobby Portis,Milwaukee Bucks,2024,1.0
Bogdan Bogdanovic,Atlanta Hawks,2024,0.9634146341463414
Bojan Bogdanovic,New York Knicks,2024,0.6951219512195121
Bol Bol,Phoenix Suns,2024,0.524390243902439
Bones Hyland,Los Angeles Clippers,2024,0.45121951219512196
Bradley Beal,Phoenix Suns,2024,0.6463414634146342
Brandin Podziemski,Golden State Warriors,2024,0.9024390243902439
Brandon Boston,Los Angeles Clippers,2024,0.3902439024390244
Brandon Clarke,Memphis Grizzlies,2024,0.07317073170731707
Brandon Ingram,New Orleans Pelicans,2024,0.7804878048780488
Brandon Miller,Charlotte Hornets,2024,0.9024390243902439
Brandon Williams,Dallas Mavericks,2024,0.2073170731707317
Braxton Key,Denver Nuggets,2024,0.24390243902439024
Brice Sensabaugh,Utah Jazz,2024,0.3902439024390244
Brook Lopez,Milwaukee Bucks,2024,0.9634146341463414
Bruce Brown,Toronto Raptors,2024,0.8170731707317073
Bruno Fernando,Atlanta Hawks,2024,0.5487804878048781
Bryce McGowens,Charlotte Hornets,2024,0.7195121951219512
Buddy Boeheim,Detroit Pistons,2024,0.12195121951219512
Buddy Hield,Philadelphia 76ers,2024,1.024390243902439
CJ McCollum,New Orleans Pelicans,2024,0.8048780487804879
Cade Cunningham,Detroit Pistons,2024,0.7560975609756098
Caleb Houstan,Orlando Magic,2024,0.7195121951219512
Caleb Martin,Miami Heat,2024,0.7804878048780488
Cam Reddish,Los Angeles Lakers,2024,0.5853658536585366
Cam Thomas,Brooklyn Nets,2024,0.8048780487804879
Cam Whitmore,Houston Rockets,2024,0.573170731707317
Cameron Johnson,Brooklyn Nets,2024,0.7073170731707317
Cameron Payne,Philadelphia 76ers,2024,0.9512195121951219
Caris LeVert,Cleveland Cavaliers,2024,0.8292682926829268
Cason Wallace,Oklahoma City Thunder,2024,1.0
Cedi Osman,San Antonio Spurs,2024,0.8780487804878049
Charles Bassey,San Antonio Spurs,2024,0.23170731707317074
Charlie Brown Jr.,New York Knicks,2024,0.0975609756097561
Chet Holmgren,Oklahoma City Thunder,2024,1.0
Chimezie Metu,Detroit Pistons,2024,0.6219512195121951
Chris Boucher,Toronto Raptors,2024,0.6097560975609756
Chris Duarte,Sacramento Kings,2024,0.7195121951219512
Chris Livingston,Milwaukee Bucks,2024,0.25609756097560976
Chris Paul,Golden State Warriors,2024,0.7073170731707317
Christian Braun,Denver Nuggets,2024,1.0
Christian Wood,Los Angeles Lakers,2024,0.6097560975609756
Chuma Okeke,Orlando Magic,2024,0.573170731707317
Clint Capela,Atlanta Hawks,2024,0.8902439024390244
Coby White,Chicago Bulls,2024,0.9634146341463414
Cody Martin,Charlotte Hornets,2024,0.34146341463414637
Cody Zeller,New Orleans Pelicans,2024,0.524390243902439
Colby Jones,Sacramento Kings,2024,0.36585365853658536
Cole Anthony,Orlando Magic,2024,0.9878048780487805
Cole Swider,Miami Heat,2024,0.21951219512195122
Colin Castleton,Los Angeles Lakers,2024,0.1951219512195122
Collin Gillespie,Denver Nuggets,2024,0.2926829268292683
Collin Sexton,Utah Jazz,2024,0.9512195121951219
Corey Kispert,Washington Wizards,2024,0.975609756097561
Cory Joseph,Golden State Warriors,2024,0.3170731707317073
Craig Porter Jr.,Cleveland Cavaliers,2024,0.6219512195121951
D'Angelo Russell,Los Angeles Lakers,2024,0.926829268292683
D'Moi Hodge,Los Angeles Lakers,2024,0.08536585365853659
D.J. Carton,Toronto Raptors,2024,0.04878048780487805
D.J. Wilson,Philadelphia 76ers,2024,0.024390243902439025
DaQuan Jeffries,New York Knicks,2024,0.2073170731707317
Daishen Nix,Minnesota Timberwolves,2024,0.18292682926829268
Dalano Banton,Portland Trail Blazers,2024,0.6585365853658537
Dalen Terry,Chicago Bulls,2024,0.7195121951219512
Damian Jones,Cleveland Cavaliers,2024,0.47560975609756095
Damian Lillard,Milwaukee Bucks,2024,0.8902439024390244
