player,team,year,attendance_rate
Jahmi'us Ramsey,Sacramento Kings,2021,0.18055555555555555
Jake Layman,Minnesota Timberwolves,2021,0.625
Jakob Poeltl,San Antonio Spurs,2021,0.9583333333333334
Jalen Brunson,Dallas Mavericks,2021,0.9444444444444444
Jalen Harris,Toronto Raptors,2021,0.18055555555555555
Jalen Lecque,Indiana Pacers,2021,0.05555555555555555
Jalen McDaniels,Charlotte Hornets,2021,0.6527777777777778
Jalen Smith,Phoenix Suns,2021,0.375
Jamal Murray,Denver Nuggets,2021,0.6666666666666666
James Ennis III,Orlando Magic,2021,0.5694444444444444
James Harden,Brooklyn Nets,2021,0.6111111111111112
James Johnson,New Orleans Pelicans,2021,0.7083333333333334
James Nunnally,New Orleans Pelicans,2021,0.125
James Wiseman,Golden State Warriors,2021,0.5416666666666666
Jared Dudley,Los Angeles Lakers,2021,0.16666666666666666
Jared Harper,New York Knicks,2021,0.1111111111111111
Jaren Jackson Jr.,Memphis Grizzlies,2021,0.1527777777777778
Jarred Vanderbilt,Minnesota Timberwolves,2021,0.8888888888888888
Jarrell Brantley,Utah Jazz,2021,0.3888888888888889
Jarrett Allen,Cleveland Cavaliers,2021,0.875
Jarrett Culver,Minnesota Timberwolves,2021,0.4722222222222222
Javonte Green,Chicago Bulls,2021,0.5694444444444444
Jaxson Hayes,New Orleans Pelicans,2021,0.8333333333333334
Jay Scrubb,Los Angeles Clippers,2021,0.05555555555555555
Jaylen Adams,Milwaukee Bucks,2021,0.09722222222222222
Jaylen Brown,Boston Celtics,2021,0.8055555555555556
Jaylen Hoard,Oklahoma City Thunder,2021,0.2638888888888889
Jaylen Nowell,Minnesota Timberwolves,2021,0.5833333333333334
Jayson Tatum,Boston Celtics,2021,0.8888888888888888
Jeff Green,Brooklyn Nets,2021,0.9444444444444444
Jeff Teague,Milwaukee Bucks,2021,0.7638888888888888
Jerami Grant,Detroit Pistons,2021,0.75
Jeremiah Martin,Cleveland Cavaliers,2021,0.125
Jeremy Lamb,Indiana Pacers,2021,0.5
Jerome Robinson,Washington Wizards,2021,0.2361111111111111
Jevon Carter,Phoenix Suns,2021,0.8333333333333334
Jimmy Butler III,Miami Heat,2021,0.7222222222222222
Joe Harris,Brooklyn Nets,2021,0.9583333333333334
Joe Ingles,Utah Jazz,2021,0.9305555555555556
Joel Embiid,Philadelphia 76ers,2021,0.7083333333333334
John Collins,Atlanta Hawks,2021,0.875
John Konchar,Memphis Grizzlies,2021,0.5972222222222222
John Wall,Houston Rockets,2021,0.5555555555555556
Jonas Valanciūnas,Memphis Grizzlies,2021,0.8611111111111112
Jontay Porter,Memphis Grizzlies,2021,0.1527777777777778
Jordan Bell,Golden State Warriors,2021,0.08333333333333333
Jordan Bone,Orlando Magic,2021,0.19444444444444445
Jordan Clarkson,Utah Jazz,2021,0.9444444444444444
Jordan McLaughlin,Minnesota Timberwolves,2021,0.7083333333333334
Jordan Nwora,Milwaukee Bucks,2021,0.4166666666666667
Jordan Poole,Golden State Warriors,2021,0.7083333333333334
Josh Green,Dallas Mavericks,2021,0.5416666666666666
Josh Hall,Oklahoma City Thunder,2021,0.2916666666666667
Josh Hart,New Orleans Pelicans,2021,0.6527777777777778
Josh Jackson,Detroit Pistons,2021,0.8611111111111112
Josh Okogie,Minnesota Timberwolves,2021,0.8194444444444444
Josh Richardson,Dallas Mavericks,2021,0.8194444444444444
Jrue Holiday,Milwaukee Bucks,2021,0.8194444444444444
Juan Toscano-Anderson,Golden State Warriors,2021,0.7361111111111112
Juancho Hernangomez,Minnesota Timberwolves,2021,0.7222222222222222
Julius Randle,New York Knicks,2021,0.9861111111111112
Justin Holiday,Indiana Pacers,2021,1.0
Justin Jackson,Milwaukee Bucks,2021,0.4722222222222222
Justin James,Sacramento Kings,2021,0.5
Justin Patton,Houston Rockets,2021,0.18055555555555555
Justin Robinson,Oklahoma City Thunder,2021,0.125
Justise Winslow,Memphis Grizzlies,2021,0.3611111111111111
Jusuf Nurkic,Portland Trail Blazers,2021,0.5138888888888888
Juwan Morgan,Utah Jazz,2021,0.4027777777777778
KJ Martin,Houston Rockets,2021,0.625
KZ Okpala,Miami Heat,2021,0.5138888888888888
Karim Mane,Orlando Magic,2021,0.1388888888888889
Karl-Anthony Towns,Minnesota Timberwolves,2021,0.6944444444444444
Kawhi Leonard,Los Angeles Clippers,2021,0.7222222222222222
Keita Bates-Diop,San Antonio Spurs,2021,0.4166666666666667
Kelan Martin,Indiana Pacers,2021,0.4861111111111111
Keldon Johnson,San Antonio Spurs,2021,0.9583333333333334
Keljin Blevins,Portland Trail Blazers,2021,0.2361111111111111
Kelly Olynyk,Houston Rockets,2021,0.9722222222222222
Kelly Oubre Jr.,Golden State Warriors,2021,0.7638888888888888
Kemba Walker,Oklahoma City Thunder,2021,0.5972222222222222
Kendrick Nunn,Miami Heat,2021,0.7777777777777778
Kenrich Williams,Oklahoma City Thunder,2021,0.9166666666666666
Kent Bazemore,Golden State Warriors,2021,0.9305555555555556
Kentavious Caldwell-Pope,Los Angeles Lakers,2021,0.9305555555555556
Kevin Durant,Brooklyn Nets,2021,0.4861111111111111
Kevin Huerter,Atlanta Hawks,2021,0.9583333333333334
Kevin Knox II,New York Knicks,2021,0.5833333333333334
Kevin Love,Cleveland Cavaliers,2021,0.3472222222222222
Kevin Porter Jr.,Houston Rockets,2021,0.3611111111111111
Kevon Looney,Golden State Warriors,2021,0.8472222222222222
Khem Birch,Toronto Raptors,2021,0.9305555555555556
Khris Middleton,Milwaukee Bucks,2021,0.9444444444444444
Khyri Thomas,Houston Rockets,2021,0.06944444444444445
Killian Hayes,Detroit Pistons,2021,0.3611111111111111
Killian Tillie,Memphis Grizzlies,2021,0.25
Kira Lewis Jr.,New Orleans Pelicans,2021,0.75
Kostas Antetokounmpo,Los Angeles Lakers,2021,0.20833333333333334
Kris Dunn,Atlanta Hawks,2021,0.05555555555555555
Kristaps Porziņģis,Dallas Mavericks,2021,0.5972222222222222
Kyle Anderson,Memphis Grizzlies,2021,0.9583333333333334
Kyle Guy,Sacramento Kings,2021,0.4305555555555556
Kyle Kuzma,Los Angeles Lakers,2021,0.9444444444444444
Kyle Lowry,Toronto Raptors,2021,0.6388888888888888
Kyrie Irving,Brooklyn Nets,2021,0.75
LaMarcus Aldridge,Brooklyn Nets,2021,0.3611111111111111
LaMelo Ball,Charlotte Hornets,2021,0.7083333333333334
Lamar Stevens,Cleveland Cavaliers,2021,0.5555555555555556
Landry Shamet,Brooklyn Nets,2021,0.8472222222222222
Langston Galloway,Phoenix Suns,2021,0.5555555555555556
Larry Nance Jr.,Cleveland Cavaliers,2021,0.4861111111111111
Lauri Markkanen,Chicago Bulls,2021,0.7083333333333334
LeBron James,Los Angeles Lakers,2021,0.625
Lonnie Walker IV,San Antonio Spurs,2021,0.8333333333333334
Lonzo Ball,New Orleans Pelicans,2021,0.7638888888888888
Lou Williams,Atlanta Hawks,2021,0.9166666666666666
Louis King,Sacramento Kings,2021,0.08333333333333333
Luguentz Dort,Oklahoma City Thunder,2021,0.7222222222222222
Luka Doncic,Dallas Mavericks,2021,0.9166666666666666
Luka Samanic,San Antonio Spurs,2021,0.4583333333333333
Luke Kennard,Los Angeles Clippers,2021,0.875
Luke Kornet,Boston Celtics,2021,0.4305555555555556
Malachi Flynn,Toronto Raptors,2021,0.6527777777777778
Malcolm Brogdon,Indiana Pacers,2021,0.7777777777777778
Malik Beasley,Minnesota Timberwolves,2021,0.5138888888888888
Malik Fitts,Los Angeles Clippers,2021,0.041666666666666664
Malik Monk,Charlotte Hornets,2021,0.5833333333333334
Mamadi Diakite,Milwaukee Bucks,2021,0.19444444444444445
Marc Gasol,Los Angeles Lakers,2021,0.7222222222222222
Marcus Morris Sr.,Los Angeles Clippers,2021,0.7916666666666666
Marcus Smart,Boston Celtics,2021,0.6666666666666666
Markelle Fultz,Orlando Magic,2021,0.1111111111111111
Markieff Morris,Los Angeles Lakers,2021,0.8472222222222222
Markus Howard,Denver Nuggets,2021,0.5138888888888888
Marques Bolden,Cleveland Cavaliers,2021,0.08333333333333333
Marquese Chriss,Golden State Warriors,2021,0.027777777777777776
Marvin Bagley III,Sacramento Kings,2021,0.5972222222222222
Mason Jones,Philadelphia 76ers,2021,0.4444444444444444
Mason Plumlee,Detroit Pistons,2021,0.7777777777777778
Matisse Thybulle,Philadelphia 76ers,2021,0.9027777777777778
Matt Thomas,Utah Jazz,2021,0.625
Matthew Dellavedova,Cleveland Cavaliers,2021,0.18055555555555555
Maurice Harkless,Sacramento Kings,2021,0.5138888888888888
Max Strus,Miami Heat,2021,0.5416666666666666
Maxi Kleber,Dallas Mavericks,2021,0.6944444444444444
Meyers Leonard,Miami Heat,2021,0.041666666666666664
Mfiondu Kabengele,Cleveland Cavaliers,2021,0.5416666666666666
Michael Carter-Williams,Orlando Magic,2021,0.4305555555555556
Michael Porter Jr.,Denver Nuggets,2021,0.8472222222222222
Mikal Bridges,Phoenix Suns,2021,1.0
Mike Conley,Utah Jazz,2021,0.7083333333333334
Mike James,Brooklyn Nets,2021,0.18055555555555555
Mike Muscala,Oklahoma City Thunder,2021,0.4861111111111111
Mike Scott,Philadelphia 76ers,2021,0.7083333333333334
Miles Bridges,Charlotte Hornets,2021,0.9166666666666666
Mitchell Robinson,New York Knicks,2021,0.4305555555555556
Miye Oni,Utah Jazz,2021,0.75
Mo Bamba,Orlando Magic,2021,0.6388888888888888
Montrezl Harrell,Los Angeles Lakers,2021,0.9583333333333334
Monté Morris,Denver Nuggets,2021,0.6527777777777778
Moritz Wagner,Orlando Magic,2021,0.625
Moses Brown,Boston Celtics,2021,0.5972222222222222
Mychal Mulder,Golden State Warriors,2021,0.8333333333333334
Myles Turner,Indiana Pacers,2021,0.6527777777777778
Naji Marshall,New Orleans Pelicans,2021,0.4444444444444444
Nassir Little,Portland Trail Blazers,2021,0.6666666666666666
Nate Darling,Charlotte Hornets,2021,0.09722222222222222
Nate Hinton,Dallas Mavericks,2021,0.2916666666666667
Nathan Knight,Atlanta Hawks,2021,0.4583333333333333
Naz Reid,Minnesota Timberwolves,2021,0.9722222222222222
Nemanja Bjelica,Miami Heat,2021,0.5138888888888888
Nerlens Noel,New York Knicks,2021,0.8888888888888888
Nic Claxton,Brooklyn Nets,2021,0.4444444444444444
Nick Richards,Charlotte Hornets,2021,0.25
Nickeil Alexander-Walker,New Orleans Pelicans,2021,0.6388888888888888
Nico Mannion,Golden State Warriors,2021,0.4166666666666667
Nicolas Batum,Los Angeles Clippers,2021,0.9305555555555556
Nicolo Melli,Dallas Mavericks,2021,0.625
Nikola Jokic,Denver Nuggets,2021,1.0
Nikola Vucevic,Chicago Bulls,2021,0.9722222222222222
Noah Vonleh,Brooklyn Nets,2021,0.05555555555555555
Norman Powell,Portland Trail Blazers,2021,0.9583333333333334
Norvel Pelle,New York Knicks,2021,0.18055555555555555
OG Anunoby,Toronto Raptors,2021,0.5972222222222222
Obi Toppin,New York Knicks,2021,0.8611111111111112
Onyeka Okongwu,Atlanta Hawks,2021,0.6944444444444444
Oshae Brissett,Indiana Pacers,2021,0.2916666666666667
Otto Porter Jr.,Orlando Magic,2021,0.3888888888888889
P.J. Tucker,Milwaukee Bucks,2021,0.7222222222222222
P.J. Washington,Charlotte Hornets,2021,0.8888888888888888
PJ Dozier,Denver Nuggets,2021,0.6944444444444444
Pascal Siakam,Toronto Raptors,2021,0.7777777777777778
Pat Connaughton,Milwaukee Bucks,2021,0.9583333333333334
Patrick Beverley,Los Angeles Clippers,2021,0.5138888888888888
Patrick McCaw,Toronto Raptors,2021,0.06944444444444445
Patrick Patterson,Los Angeles Clippers,2021,0.5277777777777778
Patrick Williams,Chicago Bulls,2021,0.9861111111111112
Patty Mills,San Antonio Spurs,2021,0.9444444444444444
Paul George,Los Angeles Clippers,2021,0.75
Paul Millsap,Denver Nuggets,2021,0.7777777777777778
Paul Reed,Philadelphia 76ers,2021,0.3611111111111111
Paul Watson,Toronto Raptors,2021,0.375
Payton Pritchard,Boston Celtics,2021,0.9166666666666666
Precious Achiuwa,Miami Heat,2021,0.8472222222222222
Quinn Cook,Cleveland Cavaliers,2021,0.3194444444444444
Quinndary Weatherspoon,San Antonio Spurs,2021,0.2777777777777778
R.J. Hampton,Orlando Magic,2021,0.7083333333333334
RJ Barrett,New York Knicks,2021,1.0
Rajon Rondo,Los Angeles Clippers,2021,0.625
Raul Neto,Washington Wizards,2021,0.8888888888888888
Ray Spalding,Houston Rockets,2021,0.027777777777777776
Rayjon Tucker,Philadelphia 76ers,2021,0.19444444444444445
Reggie Bullock Jr.,New York Knicks,2021,0.9027777777777778
Reggie Jackson,Los Angeles Clippers,2021,0.9305555555555556
Reggie Perry,Brooklyn Nets,2021,0.3611111111111111
Richaun Holmes,Sacramento Kings,2021,0.8472222222222222
Ricky Rubio,Minnesota Timberwolves,2021,0.9444444444444444
Robert Covington,Portland Trail Blazers,2021,0.9722222222222222
Robert Franks,Orlando Magic,2021,0.09722222222222222
Robert Williams III,Boston Celtics,2021,0.7222222222222222
Robert Woodard II,Sacramento Kings,2021,0.18055555555555555
Robin Lopez,Washington Wizards,2021,0.9861111111111112
Rodions Kurucs,Milwaukee Bucks,2021,0.2916666666666667
Rodney Hood,Toronto Raptors,2021,0.7638888888888888
Rodney McGruder,Detroit Pistons,2021,0.2222222222222222
Romeo Langford,Boston Celtics,2021,0.25
Rondae Hollis-Jefferson,Portland Trail Blazers,2021,0.1527777777777778
Royce O'Neale,Utah Jazz,2021,0.9861111111111112
Rudy Gay,San Antonio Spurs,2021,0.875
Rudy Gobert,Utah Jazz,2021,0.9861111111111112
Rui Hachimura,Washington Wizards,2021,0.7916666666666666
Russell Westbrook,Washington Wizards,2021,0.9027777777777778
Ryan Arcidiacono,Chicago Bulls,2021,0.6111111111111112
Saben Lee,Detroit Pistons,2021,0.6666666666666666
Saddiq Bey,Detroit Pistons,2021,0.9722222222222222
Sam Merrill,Milwaukee Bucks,2021,0.4166666666666667
Sean McDermott,Memphis Grizzlies,2021,0.25
Sekou Doumbouya,Detroit Pistons,2021,0.7777777777777778
Semi Ojeleye,Boston Celtics,2021,0.7777777777777778
Serge Ibaka,Los Angeles Clippers,2021,0.5694444444444444
Seth Curry,Philadelphia 76ers,2021,0.7916666666666666
Shai Gilgeous-Alexander,Oklahoma City Thunder,2021,0.4861111111111111
Shake Milton,Philadelphia 76ers,2021,0.875
Shaquille Harrison,Denver Nuggets,2021,0.4722222222222222
Sindarius Thornwell,Orlando Magic,2021,0.2916666666666667
Skylar Mays,Atlanta Hawks,2021,0.4583333333333333
Solomon Hill,Atlanta Hawks,2021,0.9861111111111112
Spencer Dinwiddie,Brooklyn Nets,2021,0.041666666666666664
Stanley Johnson,Toronto Raptors,2021,0.8472222222222222
Stephen Curry,Golden State Warriors,2021,0.875
Sterling Brown,Houston Rockets,2021,0.7083333333333334
Steven Adams,New Orleans Pelicans,2021,0.8055555555555556
Svi Mykhailiuk,Oklahoma City Thunder,2021,0.9166666666666666
T.J. Leaf,Portland Trail Blazers,2021,0.09722222222222222
T.J. McConnell,Indiana Pacers,2021,0.9583333333333334
T.J. Warren,Indiana Pacers,2021,0.05555555555555555
Tacko Fall,Boston Celtics,2021,0.2638888888888889
Taj Gibson,New York Knicks,2021,0.625
Talen Horton-Tucker,Los Angeles Lakers,2021,0.9027777777777778
Taurean Prince,Cleveland Cavaliers,2021,0.5694444444444444
Terance Mann,Los Angeles Clippers,2021,0.9305555555555556
Terence Davis,Sacramento Kings,2021,0.8472222222222222
Terrance Ferguson,Philadelphia 76ers,2021,0.18055555555555555
Terrence Ross,Orlando Magic,2021,0.6388888888888888
Terry Rozier,Charlotte Hornets,2021,0.9583333333333334
Thaddeus Young,Chicago Bulls,2021,0.9444444444444444
Thanasis Antetokounmpo,Milwaukee Bucks,2021,0.7916666666666666
Theo Maledon,Oklahoma City Thunder,2021,0.9027777777777778
Theo Pinson,New York Knicks,2021,0.2361111111111111
Thomas Bryant,Washington Wizards,2021,0.1388888888888889
Thon Maker,Cleveland Cavaliers,2021,0.1111111111111111
Tim Frazier,Memphis Grizzlies,2021,0.06944444444444445
Tim Hardaway Jr.,Dallas Mavericks,2021,0.9722222222222222
Timothe Luwawu-Cabarrot,Brooklyn Nets,2021,0.8055555555555556
Tobias Harris,Philadelphia 76ers,2021,0.8611111111111112
Tomas Satoransky,Chicago Bulls,2021,0.8055555555555556
Tony Bradley,Oklahoma City Thunder,2021,0.5833333333333334
Tony Snell,Atlanta Hawks,2021,0.6527777777777778
Torrey Craig,Phoenix Suns,2021,0.6944444444444444
Trae Young,Atlanta Hawks,2021,0.875
Tre Jones,San Antonio Spurs,2021,0.5138888888888888
Tremont Waters,Boston Celtics,2021,0.3611111111111111
Trent Forrest,Utah Jazz,2021,0.4166666666666667
Trevor Ariza,Miami Heat,2021,0.4166666666666667
Trey Burke,Dallas Mavericks,2021,0.8611111111111112
Trey Lyles,San Antonio Spurs,2021,0.3194444444444444
Tristan Thompson,Boston Celtics,2021,0.75
Troy Brown Jr.,Chicago Bulls,2021,0.4722222222222222
Ty Jerome,Oklahoma City Thunder,2021,0.4583333333333333
Ty-Shon Alexander,Phoenix Suns,2021,0.20833333333333334
Tyler Bey,Dallas Mavericks,2021,0.25
Tyler Cook,Detroit Pistons,2021,0.4444444444444444
Tyler Herro,Miami Heat,2021,0.75
Tyler Johnson,Brooklyn Nets,2021,0.5416666666666666
Tyrell Terry,Dallas Mavericks,2021,0.1527777777777778
Tyrese Haliburton,Sacramento Kings,2021,0.8055555555555556
Tyrese Maxey,Philadelphia 76ers,2021,0.8472222222222222
Tyus Jones,Memphis Grizzlies,2021,0.9722222222222222
Udoka Azubuike,Utah Jazz,2021,0.20833333333333334
Udonis Haslem,Miami Heat,2021,0.013888888888888888
Vernon Carey Jr.,Charlotte Hornets,2021,0.2638888888888889
Victor Oladipo,Miami Heat,2021,0.4583333333333333
Vincent Poirier,Philadelphia 76ers,2021,0.1388888888888889
Vlatko Čancar,Denver Nuggets,2021,0.5694444444444444
Wayne Ellington,Detroit Pistons,2021,0.6388888888888888
Wendell Carter Jr.,Orlando Magic,2021,0.75
Wenyen Gabriel,New Orleans Pelicans,2021,0.2916666666666667
Wes Iwundu,New Orleans Pelicans,2021,0.5694444444444444
Wesley Matthews,Los Angeles Lakers,2021,0.8055555555555556
Will Barton,Denver Nuggets,2021,0.7777777777777778
Will Magnay,New Orleans Pelicans,2021,0.013888888888888888
Willie Cauley-Stein,Dallas Mavericks,2021,0.7361111111111112
Willy Hernangomez,New Orleans Pelicans,2021,0.6527777777777778
Xavier Tillman,Memphis Grizzlies,2021,0.8194444444444444
Yogi Ferrell,Los Angeles Clippers,2021,0.1388888888888889
Yuta Watanabe,Toronto Raptors,2021,0.6944444444444444
Zach LaVine,Chicago Bulls,2021,0.8055555555555556
Zeke Nnaji,Denver Nuggets,2021,0.5833333333333334
Zion Williamson,New Orleans Pelicans,2021,0.8472222222222222
Aaron Gordon,Denver Nuggets,2022,0.9146341463414634
Aaron Henry,Philadelphia 76ers,2022,0.07317073170731707
Aaron Holiday,Phoenix Suns,2022,0.7682926829268293
Aaron Nesmith,Boston Celtics,2022,0.6341463414634146
Aaron Wiggins,Oklahoma City Thunder,2022,0.6097560975609756
Abdel Nader,Phoenix Suns,2022,0.17073170731707318
Ade Murkey,Sacramento Kings,2022,0.012195121951219513
Admiral Schofield,Orlando Magic,2022,0.4634146341463415
Ahmad Caver,Indiana Pacers,2022,0.012195121951219513
Al Horford,Boston Celtics,2022,0.8414634146341463
Alec Burks,New York Knicks,2022,0.9878048780487805
Aleem Ford,Orlando Magic,2022,0.06097560975609756
Aleksej Pokusevski,Oklahoma City Thunder,2022,0.7439024390243902
Alex Caruso,Chicago Bulls,2022,0.5
Alex Len,Sacramento Kings,2022,0.47560975609756095
Alfonzo McKinnie,Chicago Bulls,2022,0.2073170731707317
Alize Johnson,New Orleans Pelicans,2022,0.2804878048780488
Alperen Sengun,Houston Rockets,2022,0.8780487804878049
Amir Coffey,Los Angeles Clippers,2022,0.8414634146341463
Andre Drummond,Brooklyn Nets,2022,0.8902439024390244
Andre Iguodala,Golden State Warriors,2022,0.3780487804878049
Andrew Wiggins,Golden State Warriors,2022,0.8902439024390244
Anfernee Simons,Portland Trail Blazers,2022,0.6951219512195121
Anthony Davis,Los Angeles Lakers,2022,0.4878048780487805
Anthony Edwards,Minnesota Timberwolves,2022,0.8780487804878049
Anthony Gill,Washington Wizards,2022,0.5365853658536586
Anthony Lamb,Houston Rockets,2022,0.024390243902439025
Armoni Brooks,Toronto Raptors,2022,0.6585365853658537
Arnoldas Kulboka,Charlotte Hornets,2022,0.024390243902439025
Austin Reaves,Los Angeles Lakers,2022,0.7439024390243902
Austin Rivers,Denver Nuggets,2022,0.8170731707317073
Avery Bradley,Los Angeles Lakers,2022,0.7560975609756098
Ayo Dosunmu,Chicago Bulls,2022,0.9390243902439024
BJ Johnson,Orlando Magic,2022,0.04878048780487805
Bam Adebayo,Miami Heat,2022,0.6829268292682927
Ben McLemore,Portland Trail Blazers,2022,0.7804878048780488
